COUNT,PER%,ANGLE,DIST
0,0.0,187,50.21951811795888
0,0.0,187,62.39390995922599
0,0.0,271,18.68154169226941
0,0.0,246,23.769728648009423
0,0.0,165,130.034610777285
0,0.0,168,93.17188417113825
0,0.0,190,409.00122249206055
0,0.0,185,357.01260481949373
0,0.0,181,309.13104017552166
0,0.0,179,301.3254055004324
0,0.0,169,282.20028348674634
0,0.0,169,277.73548566936853
0,0.0,168,282.17902119044925
0,0.0,171,290.11894112587686
0,0.0,173,292.97952146865146
0,0.0,176,295.7363690857112
0,0.0,177,289.5582842883277
0,0.0,174,259.3067681338071
0,0.0,171,256.3220630378899
0,0.0,174,223.0874268084152
0,0.0,176,219.8226557932553
0,0.0,184,184.7836572860273
0,0.0,186,169.49926253526883
0,0.0,188,181.0690476033936
0,0.0,190,186.0107523773828
0,0.0,191,198.22462006521792
0,0.0,164,151.0
0,0.0,155,141.0319112825179
0,62.82,104,126.19429464123962
0,77.66,94,126.8897158953396
1,100.0,57,79.90619500389191
1,100.0,64,67.35725647619564
1,100.0,61,73.40980860893181
1,100.0,60,78.00640999302557
1,100.0,76,60.92618484691127
1,96.79,82,56.61271941887264
1,100.0,75,64.4980619863884
1,100.0,73,64.28063471995279
1,100.0,73,168.1071087134628
1,0.0,211,390.1550973651376
1,0.0,206,401.44987233775527
1,0.0,206,557.2297551279903
1,0.0,200,664.3643578639661
1,0.0,200,694.0259361147824
1,0.0,199,697.0114776673337
1,0.0,197,708.0176551471016
1,0.0,197,709.0176302462443
1,0.0,195,716.0111730971801
1,0.0,194,717.0062761231592
1,0.0,194,714.0007002797686
1,0.0,196,711.0028129339573
1,0.0,197,712.0
1,0.0,197,710.0028168958205
1,0.0,197,714.0
1,0.0,197,709.0007052182671
1,0.0,199,701.011412175294
1,0.0,201,697.0258244857216
1,0.0,203,669.0478308760892
1,0.0,205,628.1791145843675
1,0.0,203,548.4824518614976
1,0.0,204,533.5859818248601
1,0.0,200,453.3982796614914
1,0.0,201,446.3630809105968
1,0.0,200,372.3439270352076
1,24.15,129,246.27017683836587
1,26.3,127,246.4345754962156
1,65.51,102,187.5419952970534
2,100.0,34,155.2610704587599
2,100.0,24,155.82361823549087
2,100.0,29,141.4213562373095
2,100.0,29,139.5886814895821
2,100.0,38,117.09824934643558
2,100.0,42,113.7453295744489
2,100.0,40,119.94165248152952
2,100.0,46,112.53888216967503
2,100.0,42,115.73245007343446
2,100.0,40,116.84177335182824
2,100.0,40,117.957619508025
2,100.0,38,117.957619508025
2,100.0,39,122.18837915284745
2,100.0,39,124.31009613060397
2,100.0,49,148.4082207965583
2,0.0,282,263.0475242232856
2,0.0,223,381.1312110021954
2,0.0,219,393.15391388106514
2,0.0,219,474.1276199505783
2,0.0,216,481.1257631846376
2,0.0,215,575.1052077663703
2,0.0,214,582.1039426081909
2,0.0,212,641.0943768276244
2,0.0,207,662.012084481847
2,0.0,205,683.0358702147348
2,0.0,205,685.0357654896568
2,0.0,203,708.0572010791219
2,0.0,203,710.0570399622836
2,0.0,201,720.0694410957876
2,0.0,200,720.1173515476488
2,0.0,201,721.1359095205286
2,0.0,202,709.1191719309245
2,0.0,201,698.1031442415941
2,0.0,201,694.1037386443038
2,0.0,203,679.0007363766257
2,0.0,205,672.0066963952071
2,0.0,211,609.0205251056815
2,0.0,214,598.0409684963063
2,0.0,209,500.00899991900144
2,0.0,196,396.72660611559695
2,0.0,197,246.01829200285087
2,0.0,199,248.0020161208372
2,0.0,205,190.010526024218
2,0.0,206,191.0
2,0.0,213,128.191263352851
2,0.0,210,126.19429464123962
2,0.0,224,47.01063709417264
2,0.0,223,29.068883707497267
2,0.0,220,23.194827009486403
2,0.0,224,19.92485884517128
2,0.0,227,25.0
2,0.0,206,24.186773244895647
2,0.0,210,21.213203435596427
2,0.0,215,22.09072203437452
2,0.0,224,22.47220505424423
2,0.0,213,19.4164878389476
2,0.0,206,19.026297590440446
2,0.0,210,38.28837943815329
2,0.0,205,41.617304093369626
2,0.0,225,95.85927185202274
2,0.0,206,163.99085340347492
2,0.0,201,170.23806859806652
2,0.0,175,208.40585404445807
2,0.0,154,218.51544567833184
2,0.63,144,232.6972281742952
2,6.16,140,232.7767170487633
2,26.94,127,202.7140843651472
2,31.51,124,191.51240168720145
2,50.56,112,123.25988804148736
2,48.51,113,27.16615541441225
2,45.81,115,19.313207915827967
2,42.19,117,31.78049716414141
2,38.8,119,63.50590523722971
2,38.04,120,62.177166226839255
2,37.17,120,65.55150646628954
2,41.2,118,74.02702209328699
2,43.02,117,78.00640999302557
2,44.98,115,84.17244204607586
2,43.84,116,79.76214641043707
2,42.09,117,76.53103945458993
2,38.29,120,74.43117626371358
2,39.18,119,81.88406438373708
2,48.1,113,92.34717104492157
2,50.35,112,95.85927185202274
2,66.91,101,120.06664815842908
2,76.07,95,124.55520864259351
2,76.68,95,135.35139452550905
2,88.32,87,154.31137352768266
2,88.38,87,155.62133529821674
2,98.54,80,154.17522498767434
3,100.0,74,103.32473082471591
3,100.0,70,113.1591799192624
3,100.0,68,103.1746092796091
3,100.0,64,82.15229759416349
3,100.0,58,101.3903348450926
3,100.0,57,102.88342918079664
3,100.0,58,117.38824472663352
3,100.0,60,120.41594578792296
3,100.0,61,124.61942063739504
3,100.0,62,130.17296186228538
3,100.0,60,86.81589716175259
3,100.0,60,78.79086241436883
3,100.0,63,39.82461550347976
3,100.0,69,56.08029957123981
3,100.0,71,59.4138031100518
3,100.0,77,62.96824596572466
3,100.0,78,65.19202405202648
3,92.18,85,83.73768566183328
3,91.33,85,92.31467922275417
3,76.28,95,135.79396157414365
3,60.03,105,115.76268828944843
3,58.74,106,114.61239025515522
3,46.95,114,98.95453501482385
3,32.96,123,87.14355971613737
3,31.58,124,81.49846624323675
3,18.41,133,68.15423684555495
3,6.42,140,53.2634959423431
3,4.61,142,48.79549159502341
3,0.0,148,42.43819034784589
3,0.0,146,46.51881339845203
3,0.0,146,55.94640292279746
3,0.0,146,60.03332407921454
3,0.0,147,56.93856338194704
3,0.0,148,56.08029957123981
3,0.18,144,52.354560450833695
3,13.16,136,54.20332093147061
3,17.1,133,59.07622195096772
3,29.24,125,58.30951894845301
3,20.11,131,57.38466694161429
3,35.03,122,66.61080993352356
3,49.44,112,90.13878188659972
3,51.06,111,99.16148445843277
3,63.8,103,109.9317970379817
3,74.96,96,136.82105101189657
3,73.11,97,139.01438774457844
3,82.46,91,149.68299836654796
4,100.0,78,102.55242561733974
4,100.0,76,95.26804291051644
4,100.0,69,114.38968484964018
4,100.0,68,120.56948204251356
4,100.0,65,47.38143096192854
4,100.0,59,92.0869154657707
4,100.0,59,104.31682510506155
4,100.0,59,105.58882516630251
4,100.0,59,102.08329931972224
4,100.0,58,53.2634959423431
4,100.0,58,46.22769732530488
4,100.0,60,96.64884893261792
4,100.0,60,108.70602559196064
4,100.0,62,82.49242389456137
4,100.0,63,76.55063683601855
4,100.0,66,74.88658090739622
4,100.0,73,77.79460135510689
4,92.92,84,127.98828071350908
4,91.89,85,137.88763541376724
4,76.39,95,140.5844941663198
4,75.44,95,137.6117727521886
4,60.44,105,123.71337841963576
4,50.08,112,96.77293009927932
4,49.0,113,89.5377015563835
4,38.99,119,76.32168761236873
4,28.15,126,74.33034373659252
4,26.26,127,71.34423592694787
4,17.03,133,61.74139616173253
4,16.71,134,59.53990258641679
4,7.62,140,48.08326112068523
4,0.0,147,40.60788100849391
4,0.0,149,42.43819034784589
4,0.0,152,51.42956348249516
4,0.0,149,49.193495504995376
4,0.0,148,48.76474136094644
4,0.0,148,43.41658669218482
4,0.0,149,41.593268686170845
4,0.0,150,41.14608122288197
4,0.0,149,39.82461550347976
4,0.0,148,37.589892258425
4,0.0,147,42.37924020083418
4,2.29,143,39.81205847478876
4,9.1,139,47.01063709417264
4,8.73,139,50.0
4,29.13,126,70.71067811865476
4,31.34,124,75.50496672405067
4,46.36,114,96.77293009927932
4,62.56,104,138.70832707519762
4,61.79,104,144.9413674559475
4,71.62,98,150.45597362683876
4,83.9,90,151.64761785138597
4,97.61,81,159.81239000778382
4,98.63,80,157.07959765672945
5,100.0,76,118.10588469674153
5,100.0,76,103.32473082471591
5,100.0,71,99.15644204992432
5,100.0,64,99.29753269845128
5,100.0,63,97.65244492586962
5,100.0,64,115.43396380615197
5,100.0,65,49.39635614091387
5,100.0,65,85.98255637046388
5,100.0,65,102.5768004960186
5,100.0,67,133.5402561027947
5,100.0,68,144.8481963988506
5,100.0,68,136.3084736911099
5,100.0,69,134.6291201783626
5,100.0,73,101.11874208078342
5,97.36,81,141.7391971192161
5,81.52,92,122.494897852931
5,78.97,93,122.38055401083948
5,59.48,106,106.50821564555478
5,57.32,107,105.152270541344
5,42.22,117,84.86459803710851
5,29.33,125,61.20457499239743
5,27.48,127,54.00925846556311
5,21.07,131,51.19570294468082
5,19.81,132,43.965895873961216
5,22.45,130,46.87216658103186
5,21.44,131,48.66210024238576
5,27.41,127,41.30375285612676
5,30.18,125,43.01162633521314
5,34.38,122,38.3275357934736
5,45.79,115,20.024984394500787
5,48.4,113,14.0356688476182
5,48.44,113,24.515301344262525
5,63.15,103,30.610455730027933
5,65.05,102,32.202484376209235
5,73.07,97,19.849433241279208
5,75.09,96,19.79898987322333
5,89.46,86,81.04936767180853
5,100.0,71,109.22453936730518
5,100.0,72,97.0
5,100.0,71,93.05912099305472
5,100.0,71,85.90692637965812
5,100.0,73,80.2807573457052
5,100.0,74,75.43208866258443
5,100.0,52,137.5281789307195
5,100.0,42,148.7615541731129
5,52.68,110,184.09780009549272
5,0.0,180,306.01470552899906
5,0.0,175,310.01451578918045
5,0.0,199,378.0119045744459
5,0.0,207,439.00455578501686
5,0.0,209,501.0159678094103
5,0.0,209,508.02460570330646
5,0.0,208,554.0730998704051
5,0.0,206,558.0573447236404
5,0.0,207,598.030099576936
5,0.0,213,616.0032467446905
5,0.0,215,652.0030674774467
5,0.0,215,656.0007621946792
5,0.0,216,660.0068181466006
5,0.0,216,659.0030348943774
5,0.0,215,663.0067872955751
5,0.0,215,663.0030165843893
5,0.0,216,657.0007610345668
5,0.0,215,656.0007621946792
5,0.0,216,660.0007575753228
5,0.0,216,659.0068284926948
5,0.0,216,659.0068284926948
5,0.0,217,658.0068388702355
5,0.0,218,656.012195008599
5,0.0,217,649.0007704155673
5,0.0,218,646.0007739933444
5,0.0,219,627.0
5,0.0,220,621.0008051524571
5,0.0,221,601.0008319461796
5,0.0,223,561.0080213330288
5,0.0,222,554.0144402450175
5,0.0,226,499.0360708405756
5,0.0,227,448.0401767698964
5,0.0,240,399.0112780360976
5,0.0,246,393.0012722625717
5,0.0,266,347.0014409191985
5,0.0,273,342.0014619851792
5,0.0,352,236.35777964771967
6,100.0,17,192.8419041598584
6,100.0,17,155.1934276958918
6,100.0,16,155.54099138169337
6,100.0,39,118.53269591129698
6,100.0,36,115.57248807566616
6,100.0,35,118.53269591129698
6,100.0,48,112.64102272262978
6,100.0,53,112.21853679316978
6,100.0,55,106.16967551989596
6,100.0,56,108.2266141020775
6,100.0,57,104.12012293500234
6,100.0,55,111.28791488746656
6,100.0,51,109.65856099730654
6,100.0,53,106.7941945987702
6,100.0,54,102.82509421342633
6,100.0,49,104.34557968596464
6,100.0,46,110.47624178980746
6,100.0,48,109.89540481748998
6,100.0,47,111.879399354841
6,100.0,41,122.4826518328208
6,100.0,36,131.68523075880606
6,100.0,48,126.8897158953396
6,100.0,49,139.2300254973761
6,100.0,44,152.9477034806342
6,100.0,42,157.53729717117784
6,100.0,46,161.31026005806325
6,100.0,53,134.18271125595876
6,100.0,56,131.0953851209111
6,100.0,54,137.03284277865654
6,100.0,54,127.03542812932147
6,100.0,59,116.0
6,100.0,60,107.01868995647442
6,100.0,59,111.0180165558726
6,100.0,54,101.83319694480774
6,100.0,55,97.73944955850732
6,100.0,55,92.39588735436226
6,100.0,54,91.98369420718
6,100.0,51,121.82364302548172
6,100.0,23,197.60819821049927
6,100.0,20,264.3822989536175
6,100.0,14,286.0087411251621
6,0.0,175,399.3219252683229
6,0.0,216,558.5203666832572
6,0.0,220,564.797308775458
6,0.0,224,661.2450377885644
6,0.0,224,654.1719957320093
6,0.0,224,753.1122094349553
6,0.0,224,827.0604572822956
6,0.0,225,888.0140764650074
6,0.0,224,891.0089786304064
6,0.0,223,950.004736830296
6,0.0,223,965.000518134576
6,0.0,222,963.0005192106596
6,0.0,219,964.0046680384904
6,0.0,218,961.0083246257548
6,0.0,219,971.018537413164
6,0.0,218,968.0082644275304
6,0.0,219,962.0083159723724
6,0.0,218,968.004648749168
6,0.0,218,959.0020855034676
6,0.0,218,963.0020768409588
6,0.0,218,965.004663201168
6,0.0,218,966.004658373861
6,0.0,218,967.004653556538
6,0.0,218,967.0082729739182
6,0.0,219,960.018749816898
6,0.0,220,956.018828266473
6,0.0,225,876.0005707760697
6,0.0,227,867.000576701077
6,0.0,226,878.0142367866252
6,0.0,225,878.0461263510022
6,0.0,227,875.0462844901406
6,0.0,231,853.0375138292571
6,0.0,233,848.0377350094747
6,0.0,237,825.0387869670128
6,0.0,239,807.0396520617807
6,0.0,241,723.0338857895943
6,0.0,251,632.0284803709402
6,0.0,263,542.00092250844
6,0.0,266,534.008426899801
6,0.0,345,401.15084444632544
7,100.0,3,304.27783356662707
7,100.0,0,298.24151287169934
7,100.0,4,267.6060537431842
7,100.0,17,219.20994502987315
7,100.0,19,213.243991709028
7,100.0,18,199.83242980057065
7,100.0,27,167.0359242797788
7,100.0,28,162.77899127344412
7,100.0,32,155.92947123619703
7,100.0,35,154.5477272560163
7,100.0,33,139.70325694127536
7,100.0,33,143.13629868066312
7,100.0,33,144.53373308677806
7,100.0,45,115.5248890932166
7,100.0,43,129.5569372901351
7,100.0,42,135.72398461583714
7,100.0,47,125.25573839150046
7,100.0,51,123.00406497347964
7,100.0,54,118.03812943282352
7,100.0,54,119.0
7,100.0,53,123.01625908797584
7,100.0,54,122.01639234135716
7,100.0,50,119.10499569707392
7,100.0,46,133.30416347586447
7,100.0,49,122.58874336577564
7,100.0,46,124.57929201917948
7,100.0,63,104.08650248711405
7,100.0,63,106.38138934982942
7,100.0,61,109.37092849564732
7,100.0,56,111.75866856758807
7,100.0,53,111.879399354841
7,100.0,51,87.69264507357501
7,100.0,44,126.39620247459968
7,100.0,48,113.28283188550682
7,100.0,53,104.01922899156676
7,100.0,54,105.00476179678712
7,100.0,54,95.0210502993942
7,100.0,52,77.23341245859851
7,100.0,51,64.32728814430156
7,100.0,48,62.36184731067546
7,100.0,46,55.97320787662612
7,100.0,44,66.76076692189807
7,100.0,47,64.5600495662759
7,100.0,50,63.90618123468183
7,100.0,53,65.30696746902278
7,100.0,55,66.61080993352356
7,100.0,46,66.75327707311455
7,100.0,49,34.132096331752024
7,100.0,48,25.079872407968907
7,100.0,50,28.16025568065745
7,100.0,57,21.840329667841555
7,100.0,55,53.150729063673246
7,100.0,53,64.00781202322104
7,100.0,58,59.30430001273095
7,100.0,59,59.53990258641679
7,100.0,57,54.3323108288245
7,100.0,57,52.3450093132096
7,100.0,56,52.773099207835045
7,100.0,54,53.150729063673246
7,100.0,54,63.00793600809346
7,100.0,22,145.0137924474772
7,100.0,13,157.01273833673497
7,100.0,52,148.47558721890948
7,0.0,210,294.55050500720586
7,0.0,206,302.42354405700627
7,0.0,211,386.16706229299257
7,0.0,208,394.9240433298535
7,0.0,208,430.5124853009492
7,0.0,208,485.3339056773182
7,0.0,203,164.59647626847908
7,0.0,204,258.69866640553056
7,0.0,208,550.0036363516155
7,0.0,207,590.0305076858315
7,0.0,207,591.068523946251
7,0.0,210,599.0834666388315
7,0.0,208,614.1376067299575
7,0.0,207,616.1371600544801
7,0.0,205,612.2360655825496
7,0.0,193,510.1656593695817
7,0.0,188,577.1949410727714
7,0.0,190,614.183197425654
7,0.0,194,621.1811330038928
7,0.0,196,613.1834961901698
7,0.0,197,612.1837959306013
7,0.0,198,612.1837959306013
7,0.0,198,611.1603717519649
7,0.0,201,611.1382822242442
7,0.0,201,613.1378311603354
7,0.0,202,613.1378311603354
7,0.0,205,610.1385088649953
7,0.0,208,608.1389643823195
7,0.0,209,608.1611628507693
7,0.0,212,607.1853094402071
7,0.0,213,606.2111843244069
7,0.0,216,593.142478667647
7,0.0,218,562.072059437222
7,0.0,218,553.0732320407488
7,0.0,219,525.0466645927769
7,0.0,220,518.0347478692911
7,0.0,222,460.05325778653065
7,0.0,222,392.1836304589981
7,0.0,223,386.2188498765952
7,0.0,225,350.2056538664104
8,100.0,65,247.2023462671825
8,100.0,74,165.36626016210198
8,100.0,48,169.00295855398508
8,100.0,42,122.20065466273084
8,100.0,43,93.34345183246651
8,100.0,44,100.07996802557444
8,100.0,50,76.00657866263946
8,100.0,51,64.1248781675256
8,100.0,50,68.3593446428504
8,100.0,51,66.06814663663572
8,100.0,50,64.03124237432849
8,100.0,50,69.06518659932803
8,100.0,52,58.30951894845301
8,100.0,50,66.61080993352356
8,100.0,52,83.15046602394962
8,98.82,80,109.1146186356347
8,88.63,87,117.06835610018618
8,0.0,167,162.3730273167314
8,0.0,187,250.64716236175505
8,0.0,186,276.5863337187866
8,0.0,190,266.1766330841233
8,0.0,189,264.9150807334305
8,0.0,185,258.8532402733255
8,0.0,184,177.40631330367023
8,0.0,198,216.1480973777008
8,0.0,235,145.0137924474772
8,0.0,191,210.00952359357424
8,0.0,168,225.0355527466716
8,0.0,159,236.00211863455803
8,0.0,157,259.43399931389104
8,0.0,156,264.8339102154405
8,0.0,167,300.32648900821255
8,0.0,174,340.3762623920769
8,0.0,176,347.3686802231888
8,0.0,179,363.72792029207767
8,0.0,181,361.7319449537185
8,0.0,181,362.7947077894053
8,0.0,180,356.0351106281514
8,0.0,183,359.4509702309899
8,0.0,180,403.6000495540108
8,0.0,185,409.1478950208592
8,0.0,186,440.0409071893203
8,0.0,182,456.00109648990974
8,0.0,179,453.0275929786176
8,0.0,177,452.31957729021633
8,0.0,176,451.5860936742849
8,0.0,168,455.8003949098772
8,0.0,178,482.8716185488644
8,0.0,197,387.9652046253633
8,0.0,192,529.667820430881
8,0.0,191,587.8681825035269
8,0.0,195,600.7104127614236
8,0.0,165,436.7161549565118
8,0.0,165,467.17234507192313
8,0.0,154,714.1386420016775
8,0.0,145,729.3202314484358
8,0.0,174,825.9878933737467
8,0.0,166,875.4113318891868
8,0.0,238,1107.5202029759998
8,0.0,291,1075.8052797788268
8,0.0,178,382.7806160191501
8,0.0,230,794.5973823264208
8,0.0,191,174.15223225672418
8,0.0,196,121.01652779682615
8,0.0,195,72.56721022610694
8,0.0,178,35.4682957019364
8,0.0,213,807.8130971951371
8,0.0,188,1096.1249928726195
8,0.0,183,849.7817366830144
8,0.0,181,381.3659659696969
8,0.0,234,628.3183906269178
8,0.0,195,568.5384771499639
8,0.0,196,291.78416680827627
8,0.0,175,274.11676344215067
8,0.0,168,841.7339247054261
8,0.0,194,800.62600507353
8,0.0,201,559.2468149216409
9,100.0,63,759.2693856596617
9,0.0,188,627.0645899745895
9,0.0,175,489.016359644542
9,0.0,184,497.53090356278375
9,0.0,186,358.1089219776576
9,0.0,192,383.0992038623938
9,0.0,189,405.744993807687
9,0.0,192,418.6466290321708
9,0.0,192,423.6153915995027
9,0.0,196,393.3764100705582
9,0.0,216,297.6995129320839
9,0.0,186,349.82424158425613
9,0.0,189,518.2981767284157
9,0.0,190,454.9252685881496
9,0.0,189,451.6381294797861
9,0.0,180,510.7768593035515
9,0.0,176,536.3478348982123
9,0.0,174,548.2928049865327
9,0.0,178,535.6314031122522
9,0.0,173,525.6786090378797
9,0.0,174,530.2980294136496
9,0.0,175,515.59771139911
9,0.0,178,538.9109388386915
9,0.0,187,569.7517003046152
9,0.0,176,718.8838571007142
9,0.0,176,737.1383859222093
0,0.0,216,144.55448799674122
0,0.0,182,227.9517492804124
0,0.0,316,431.0046403462496
0,0.0,343,311.26194756185663
0,0.0,350,258.0561954303752
0,0.0,340,299.2824752637548
0,0.0,335,270.9335711941213
0,0.0,327,529.5101509886283
0,0.0,319,427.2001872658765
0,0.0,325,336.51448705813544
0,0.0,331,235.535559947962
0,0.0,335,240.6595105122588
0,0.0,336,595.0840276801251
0,0.0,330,541.5126960653831
0,0.0,328,505.8893159575521
0,0.0,270,482.2551192055923
0,0.0,201,410.1182756230208
0,0.0,262,373.48360071092816
0,0.0,219,406.03078701004927
0,0.0,269,354.8816704198739
0,0.0,287,370.10944327320266
0,0.0,302,376.7651788581317
0,0.0,333,383.4070943527258
0,0.0,328,321.68618248224465
0,0.0,324,305.3686296920494
0,0.0,333,298.328677803526
0,61.07,105,238.4365743756608
0,0.0,159,334.463749904231
0,0.0,160,331.074009852782
0,0.0,172,419.07159292894096
0,0.0,180,451.0277153346566
0,0.0,175,454.73948585976126
0,0.0,183,393.6495903719449
0,0.0,197,413.9770525041213
0,0.0,197,605.2313607208404
0,0.0,310,576.8474668402384
0,0.0,321,502.83695170502335
0,0.0,313,541.6013293927555
0,0.0,216,559.0939098219546
0,0.0,316,555.7814318596835
0,0.0,326,547.0146250330058
0,0.0,337,693.1962204167013
0,0.0,337,707.2488953685258
0,0.0,336,711.0386768664557
0,0.0,165,535.1009250599367
0,0.0,173,535.4400059763932
0,0.0,175,578.5637389259717
0,0.0,164,519.00770707187
0,0.0,161,521.8668412535903
0,0.0,164,535.9561549231429
0,0.0,161,630.5243849368555
0,0.0,160,651.9202405202649
0,0.0,152,482.8602282234477
0,0.0,160,498.290076160463
0,0.0,164,519.8663289731313
0,1.56,143,478.4015050143551
0,0.0,148,486.0874406935444
0,0.0,154,455.3559047602216
0,0.0,158,440.20449793249503
0,0.0,154,464.9913977698942
0,0.0,149,465.98390530146
0,0.0,150,414.0193232205473
0,0.0,186,452.7703612207849
0,0.0,277,448.63570967991393
0,0.0,327,493.3284909672256
0,92.01,85,444.3624646614518
1,100.0,43,480.9667348164528
1,100.0,11,502.5236312851367
1,100.0,60,372.8592227637664
1,1.17,144,378.33847279915904
1,100.0,3,613.7043262027734
1,100.0,5,433.3612811500354
1,100.0,4,378.8469347902923
1,0.0,356,465.213929284152
1,0.0,359,356.61884414595926
1,0.0,349,697.2266489456639
1,0.0,342,709.5970687650845
1,0.0,181,556.5968020030299
1,0.0,338,622.1141374378177
1,0.0,342,630.6139865242445
1,0.0,328,618.2693587749599
1,0.0,316,616.7333297301193
1,0.0,288,677.2370338367506
1,0.0,331,694.4242219277781
1,0.0,337,684.8094625514458
1,0.0,339,686.201865342845
1,0.0,341,705.868259663232
1,0.0,334,657.5165397159222
1,0.0,319,630.7741275607299
1,0.0,331,728.7503001714648
1,0.0,332,559.6588246422994
1,0.0,359,538.5434058643741
2,100.0,25,545.8507121915295
2,0.0,355,477.6986497782886
2,0.0,334,505.5937104039171
3,100.0,0,408.1764324406788
3,100.0,4,397.8303658596211
3,100.0,6,438.43927743759457
3,0.0,357,455.9517518334588
3,0.0,351,464.93978104696527
3,0.0,351,542.0590373750815
3,0.0,354,455.80697669079177
3,0.0,355,387.9806696215677
3,0.0,353,355.60089988637543
3,0.0,355,385.12984823303424
3,0.0,354,577.0840493377026
3,0.0,353,618.7867160823671
3,0.0,354,508.41321776680826
3,0.0,354,596.1618907645808
3,0.0,354,623.0096307441804
3,0.0,353,634.6534487419099
3,0.0,353,623.8621642638701
3,0.0,353,622.384125761575
3,0.0,352,616.0689896432054
3,0.0,354,527.7954149099819
3,0.0,354,479.15028957520207
3,0.0,353,398.2072324807775
3,0.0,346,417.7774527185497
3,0.0,342,424.6339600173307
3,0.0,326,364.6217217884859
3,0.0,337,405.7831933434405
3,0.0,320,398.7605797969504
3,0.0,309,400.10623589241897
3,0.0,308,333.35266610603253
3,0.0,336,352.0127838587684
3,0.0,276,330.18328243568
3,0.0,280,316.0063290505429
